UniProt Accession
A0A023I7E1
A0A024B7W1
A0A024SC78
A0A024SH76
A0A044RE18
A0A060A682
A0A061I403
A0A067CMC7
A0A067XRK9
A0A067YMX8
A0A072TH68
A0A072UR65
A0A075F7E9
A0A075TJ05
A0A075TR33
A0A075TRK9
A0A088MIT0
A0A089QRB9
A0A097PTA8
A0A0A0LLY1
A0A0A1H8I4
A0A0A1I6E7
A0A0A1I6N9
A0A0A7EQR3
A0A0B4J1G0
A0A0B4J1N3
A0A0B4K692
A0A0B4U9L8
A0A0B5A886
A0A0B5A8P4
A0A0B5AC95
A0A0B7P9G0
A0A0C3VJP4
A0A0C5B5G6
A0A0C5CJR8
A0A0D1DWQ2
A0A0D4WTV1
A0A0D4WV12
A0A0D9S1R0
A0A0G2KQY6
A0A0H2UNG0
A0A0H2URK1
A0A0H2US87
A0A0H2V8B5
A0A0H2ZL64
A0A0H2ZMF9
A0A0H3AIG7
A0A0H3GDH9
A0A0H3K686
A0A0H3LKL4
A0A0H3NK84
A0A0K1YW63
A0A0K2S4Q6
A0A0K3AWM6
A0A0K8P6T7
A0A0K8P8E7
A0A0N7CSQ4
A0A0N9E2K8
A0A0N9NCU6
A0A0P0VIP0
A0A0P0XII1
A0A0P6JG37
A0A0R4IGV4
A0A0R4IKU3
A0A0R4IVV0
A0A0S4FKT4
A0A0U1RPR8
A0A125QXJ1
A0A126GUP6
A0A131MCZ8
A0A140H546
A0A142I5B9
A0A144A2H0
A0A144LUY5
A0A144LVL3
A0A151V4J3
A0A1B0GTW7
A0A1B1J8Z2
A0A1D5NSK0
A0A1D5NY17
A0A1D5PUP4
A0A1D6E0S8
A0A1D6L709
A0A1D8PQ86
A0A1D8PQB9
A0A1F4
A0A1I9LMX5
A0A1L3THR9
A0A1L4BJ46
A0A1L4BJ98
A0A1L6K371
A0A1L8F5J9
A0A1P8AQ95
A0A1S3PBB7
A0A1S4GMJ4
A0A1S4H5M5
A0A1S4H5S2
A0A1S4HE51
A0A1S4NYE3
A0A1S6M251
A0A1Z0YU59
A0A219CMY0
A0A2H4DGV8
A0A2I0C265
A0A2I4E5L6
A0A2J8C362
A0A2K5EJU6
A0A2K6TRM6
A0A2L0ART2
A0A2L2DDD0
A0A2L2DDE6
A0A2S1XB67
A0A2S3R7M0
A0A2S4N3N0
A0A2U8QPE6
A0A2Z5Z9X0
A0A336U966
A0A383ZFX3
A0A384E129
A0A396JG59
A0A3Q0NBH7
A0A3Q7HJG4
A0A3S5YBC7
A0A411EZW9
A0A452E9Y6
A0A455R4Z0
A0A482PDI9
A0A4V8GZX0
A0A4Z3
A0A5B8NIM2
A0A5C2A2T2
A0A6B7FMR5
A0A6P3CW73
A0A7J6K7I9
A0A7J6K7Y0
A0A8B7DWS6
A0A8I3P7X4
A0A8M9PFP2
A0JQ18
A0KLG5
A0M8R7
A0M8S8
A0M8T2
A0MGZ7
A0MLS4
A0MQA3
A0MSJ1
A0MTQ2
A0QR29
A0QX22
A0R0S7
A0R1E8
A0S864
A0S865
A1A278
A1A4K5
A1A547
A1C2U6
A1C3L3
A1E959
A1E960
A1EC31
A1JUB7
A1KZ92
A1L1V4
A1L314
A1L3G9
A1L4H1
A1X150
A1XRN2
A1YKW7
A1YYW7
A1Z0M0
A1Z6H7
A1Z877
A2A6C4
A2A863
A2A8L5
A2A974
A2AAJ9
A2AFS3
A2AIR5
A2AJ15
A2AJ76
A2AJ88
A2AJB7
A2AJX4
A2ANU3
A2AR95
A2ARA8
A2ARI4
A2ARV4
A2ASQ1
A2AVA0
A2AX52
A2QAN3
A2R2V4
A2RUV0
A2RUV9
A2RVU1
A2T3P5
A2TGX5
A2TK72
A2VBC4
A2VDJ0
A2VEC9
A3BMZ5
A3DD66
A3DH67
A3DRP1
A3EX94
A3EXD0
A3EXG6
A3FBE9
A3FFS8
A3KPA0
A3KPQ7
A3KPW9
A3QM97
A3R0T9
A3RF67
A3RFZ7
A4D0S4
A4D1T9
A4D7S0
A4F4L0
A4GBX8
A4GCH6
A4GCI7
A4GCJ8
A4GCK9
A4GCM0
A4GRC6
A4IGL7
A4IGY6
A4IH17
A4IID1
A4IU28
A4K144
A4PBQ9
A4QPC6
A4QUT2
A4U6V3
A4U7A7
A4VBF0
A4VCL2
A4ZDL6
A5A6H8
A5A6I6
A5A6J8
A5A6L1
A5A6M2
A5A6P2
A5A6P7
A5D7B7
A5D7E9
A5D7I4
A5D7L5
A5D8T8
A5D9M6
A5FB63
A5H8G4
A5HAK0
A5HJM1
A5JUY8
A5JYX8
A5K302
A5LHG2
A5PF10
A5PJN2
A5PK46
A5PN28
A5U493
A5WWA0
A5X5Y0
A5YVK8
A5Z1X6
A6BM72
A6BMK7
A6H6E2
A6H730
A6H737
A6ND01
A6NFA1
A6NGU5
A6NI73
A6NL88
A6NMY6
A6NMZ7
A6P3B2
A6P6V9
A6QG31
A6QGC0
A6QIG7
A6QLE5
A6QPB3
A6X935
A6XIP3
A6XMY0
A6YFB5
A7GBG3
A7IZE9
A7LCJ3
A7LXT0
A7LXT7
A7MAQ2
A7MBI7
A7MBS7
A7RDN6
A7TZE6
A7VJC2
A7WM73
A7WPL6
A7X5R6
A7XDQ9
A7XY94
A7YY44
A8AWU7
A8AZP4
A8CG86
A8CL69
A8DS38
A8E2V8
A8JUP7
A8K2U0
A8K4G0
A8K7I4
A8MQA5
A8MVW5
A8QL52
A8QL56
A8R3S4
A8R7E6
A8T644
A8T650
A8T655
A8T658
A8T662
A8T666
A8T672
A8T677
A8T682
A8T688
A8T695
A8T6A1
A8T6A6
A8TX70
A8WGB1
A8X3A7
A8YPR6
A8YPR9
A9NJG2
A9RA84
A9TXT1
A9X1C8
B0BK71
B0BK72
B0BLW3
B0BND0
B0BNK7
B0BNM1
B0CM99
B0F2B4
B0FPE9
B0FYY4
B0K020
B0KW95
B0R8E4
B0S5G3
B0S5N4
B0V2N1
B0XT72
B1AS29
B1ATG9
B1AUH1
B1H134
B1H234
B1INP5
B1MTB0
B1NWR6
B1NWS4
B1P1D9
B1P1E0
B1P1E1
B1P1E2
B1P1E3
B1P1F5
B1Q236
B1Q257
B2B3C0
B2C4J0
B2FHL8
B2FSW8
B2G331
B2GM84
B2GUT4
B2GUY0
B2GV54
B2GV87
B2KI42
B2KPN7
B2LT61
B2LT62
B2LT64
B2LT65
B2RH54
B2RHG1
B2RHG2
B2RHG4
B2RID1
B2RIT0
B2RKV3
B2RLK2
B2RQR8
B2RU80
B2RUY7
B2RUZ4
B2RVY9
B2RXS4
B2UP57
B3A003
B3A0N3
B3A0S5
B3DK56
B3EWF4
B3EWF5
B3EWF6
B3EWF8
B3EWH0
B3EWH2
B3EWP6
B3EWR1
B3EWR6
B3GS44
B3H4Y2
B3H5A9
B3H5J1
B3H7A9
B3H7I1
B3LV44
B3MH43
B3NS99
B3P7F8
B3PC73
B3STU4
B3TLD6
B3Y613
B3Y614
B3Y615
B3Y618
B4EUF7
B4F6I5
B4F6N6
B4F7C5
B4G2I8
B4GBH0
B4GKZ8
B4HFB7
B4HNW4
B4JTF5
B4K4M0
B4KPU0
B4LZT9
B4MR28
B4NJP3
B4NZY8
B4P5Q9
B4PN49
B4Q599
B4QC63
B4R1D8
B4URD7
B4USZ0
B4XC07
B5A5T4
B5AR80
B5DE31
B5DF27
B5DF94
B5LUQ7
B5LUQ8
B5LUQ9
B5SY89
B5T267
B5TVM2
B6A876
B6A879
B6A8C7
B6A8R8
B6CQR5
B6CVD7
B6D434
B6KAM0
B6KV60
B6ULW4
B6ULW5
B6ULW7
B6ZK77
B7FDP2
B7QK46
B7S4N9
B7TB45
B7UI21
B7UI22
B7UM99
B7YZU2
B7ZS96
B7ZSK1
B8A4W9
B8AL97
B8BB68
B8JI71
B8JK39
B8JLQ9
B8K1W0
B8XY56
B8YG19
B9EKR1
B9J3S4
B9W4V6
B9W5G6
B9X187
C0H5F4
C0H9B6
C0HJD3
C0HJD9
C0HJE7
C0HJL8
C0HJM9
C0HJQ2
C0HJU3
C0HJY4
C0HK05
C0HK27
C0HK44
C0HK69
C0HK98
C0HK99
C0HKC4
C0HKG7
C0HKG8
C0HKG9
C0HKM3
C0HKQ7
C0HKQ8
C0HL12
C0HL13
C0HL58
C0HL84
C0HL98
C0HLF7
C0HLG3
C0HLG4
C0HLL2
C0HLR3
C0HLV6
C0HLV7
C0HLZ9
C0HM00
C0HM14
C0HM45
C0HM55
C0L2T8
C0LGE0
C0LGF4
C0LGF5
C0LGG6
C0LGG8
C0LGH8
C0LGI5
C0LGJ1
C0LGJ9
C0LGL4
C0LGL9
C0LGN2
C0LGP2
C0LGP9
C0LGQ4
C0LGQ5
C0LGQ9
C0LGR3
C0LGR6
C0LGR9
C0LGS2
C0LGS3
C0LGT1
C0LGT6
C0LGU0
C0LGU5
C0LGU7
C0LGV1
C0LGW2
C0LGW6
C0LGX3
C0M0V4
C0SP85
C1ITJ8
C1PGW1
C3W4R6
C5G6D7
C5H431
C6K2K4
C6KFA3
C6KI89
C6KSX0
C6XZB6
C7BKP9
C7C422
C7E9W0
C7F6X3
C8WLM1
C8XPA8
C8XPB2
C9K4X8
C9XI63
C9XI66
D0EM77
D0G895
D0NPN8
D0P3S7
D0PRN2
D0VWU3
D0ZPH9
D0ZRB2
D0ZVG2
D1LYT2
D2GZV9
D2IYS2
D2X8K2
D2Y1X6
D2Y1X7
D2Y1X8
D2Y1X9
D2Y1Y0
D2Y1Y1
D2Y1Y2
D2Y1Y3
D2Y1Z4
D2Y1Z7
D2Y1Z8
D2Y232
D2Y233
D2Y2D1
D2Y2D2
D2Y2D3
D2Y2D7
D2Y2I3
D3DJG4
D3DJG5
D3GDK4
D3RVD4
D3TTC1
D3TTC2
D3UW23
D3VML5
D3W0D1
D3WYW0
D3YXG0
D3YXK1
D3Z2R5
D3Z6P0
D3Z752
D3ZB51
D3ZE55
D3ZEH5
D3ZF92
D3ZHH1
D3ZLH5
D3ZPX4
D3ZQX2
D3ZTD8
D3ZTE0
D3ZTT2
D3ZTV3
D4A1W8
D4A523
D4A540
D4A6D8
D4A7P2
D4ACX8
D4AD37
D4B387
D4GPK6
D4HRL0
D4YWD1
D5CBA0
D5EY13
D5EY15
D5LGE0
D5MP61
D6MZJ6
D6PXE8
D7A6E5
D7EZN2
D7PDD4
D7RF80
D7SFH9
D7UPN3
D8VPP5
E0W4V5
E0W544
E0Y419
E0Y421
E1BPW0
E1C1L6
E1C3U7
E1C8P7
E1U8D0
E1XUJ2
E2DWQ7
E2RAK7
E2RK30
E2RQ08
E3PJ86
E3PQQ8
E3W9M2
E3W9M3
E3YBA4
E5D3Z8
E5KIB6
E6MVD9
E7CLP2
E7EAU8
E7FBY6
E7FE13
E9LVH9
E9NA96
E9PV24
E9PVD3
E9PZ19
E9PZ36
E9Q0N2
E9Q414
E9Q5K4
E9Q612
E9Q649
E9Q7X6
E9Q7X7
E9Q816
E9Q8Q8
E9Q9F6
E9Q9K5
E9QA28
E9RBR0
F1MLX5
F1MMS9
F1N476
F1N5C8
F1NBL0
F1NPQ2
F1NSM7
F1NUK7
F1NV61
F1NWE3
F1NY98
F1PAA9
F1QG30
F1QQC3
F1QQI2
F1QR43
F1QSQ0
F1QVU0
F1R520
F1R8P4
F1RD85
F1RRV3
F1RRW5
F1RT67
F1RWC3
F1T160
F1T161
F2JXJ3
F2WP51
F2YMG0
F2Z472
F4HQM3
F4HTM3
F4I2N7
F4I4K5
F4IB81
F4ICX9
F4IYM4
F4JAU3
F4JBX1
F4JHH5
F4JJL0
F4JJL3
F4JP36
F4K6B8
F4KCH3
F4KHQ8
F5HKX0
F6Q1T7
F6VAN0
F6Y5S8
F7FIH8
F7FQM7
F7HUS6
F7IX06
F8J4S0
F8KAY7
F8QN53
F8QN54
F8VQ03
F8W2M8
F8W3R9
F8WQK8
F9FRH4
G0L322
G0LXV8
G0RUP7
G0RV93
G1T7U7
G1TZA0
G1UB63
G1UBC2
G1UBD1
G2NFJ9
G2QG48
G2QND5
G2X4G0
G2X4M1
G2XDH0
G3FEX6
G3FNQ9
G3HIK4
G3I6Z6
G3I8R9
G3QY98
G3V8D4
G3V909
G3V928
G3V9D0
G3V9H8
G3XA59
G3XDA8
G3XP38
G4NAP4
G4YRX5
G4ZHR2
G4ZHR3
G4ZJX4
G4ZSG0
G5BQH4
G5BQH5
G5BWH8
G5DAC6
G5DAC7
G5E8Q8
G5EB30
G5EBF1
G5EBL2
G5EBR3
G5EBU3
G5EBY8
G5ECB2
G5ECG7
G5ECJ0
G5ECL4
G5ECM9
G5ECN9
G5ECQ2
G5ECT0
G5ED35
G5ED46
G5EDE5
G5EDK5
G5EDN0
G5EDR5
G5EDW2
G5EE06
G5EEC2
G5EEE1
G5EEE9
G5EEI4
G5EEL5
G5EEV9
G5EF33
G5EF60
G5EF96
G5EFD5
G5EFD9
G5EFE7
G5EFN6
G5EFP5
G5EFQ0
G5EFX6
G5EG78
G5EG88
G5EGJ5
G5EGJ9
G5EGL9
G5EGM1
G5EGP8
G5EGT9
G7CES0
G7JIK2
G7LCV1
G8GER6
G8JYC6
G8JZS4
G8JZS6
G8JZT0
G8XQX1
G9BY57
G9I929
G9I930
H0VCJ6
H0VVW3
H0ZAB5
H2AM12
H2B3G5
H2DF87
H2EQR6
H2KZ60
H2KZM6
H2KZU7
H2L002
H2L0Q3
H2N0D4
H6U1I8
